gene_name,tm1,tm2,tm3,tm4,tm5,tm6,tm7,tm8,tm9,tm10,tw1,tw2,tw3,tw4,tw5,tw6,tw7,tw8,tw9,tw10
GATAD2A,40.8818,62.483,30.2082,51.7554,35.3546,36.9071,37.7994,35.6226,35.5336,80.977,65.3152,32.9053,85.3336,48.4052,57.9773,69.6133,7.7759,68.2534,42.8636,24.9508
MVD,10.8832,44.9574,27.0187,24.3335,16.3137,17.0007,5.9147,12.3206,29.6435,96.5003,14.9436,32.8431,28.2555,20.2678,20.4081,19.5028,6.9129,52.7147,15.5841,11.8934
CDT1,9.1962,63.3775,30.3489,9.0895,32.9945,8.7614,4.1388,2.7476,4.7561,71.5151,23.3954,25.6694,105.8094,7.7961,28.4596,15.2892,1.0057,27.1799,6.0688,0.6028
ANKRD11,12.7046,31.4989,12.9267,21.2315,12.4913,17.8667,13.9804,26.3691,17.5439,21.959,79.1931,15.8238,29.2553,20.3327,22.9257,20.2334,3.1365,5.4671,20.5678,14.9244
PROCA1,1.9737,4.4155,1.1453,2.1419,0.9379,3.0366,0.6865,2.1522,4.243,1.9038,1.2724,4.8445,1.0066,2.0621,1.5283,0.8315,2.9114,0.9223,1.0271,1.8292
ZNF641,9.062,7.994,5.7284,16.3274,8.7793,11.9251,20.7293,17.8147,10.3546,5.5878,20.6453,11.7809,6.1567,16.2837,11.3103,9.3217,1.2662,5.294,12.889,6.3577
LALBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4191,0.0,0.0,0.1604,0.0,0.0
CACNB3,11.0343,10.622,3.9429,36.986,9.5248,6.7409,17.4635,8.5006,37.1516,16.9739,18.9181,18.4143,11.8314,9.2045,5.8523,16.4071,0.8486,13.0604,8.6252,4.4732
DHRS13,5.6581,5.3774,4.5975,2.2033,2.0205,2.1466,2.4787,2.0551,8.676,2.9998,4.5398,2.6987,6.2989,2.226,2.868,5.5041,0.1758,1.4457,1.5653,1.2284
TP53I13,20.245,42.559,36.2092,46.0171,38.4839,33.4694,10.3208,13.8332,44.0223,25.8242,25.6309,23.3218,33.7209,23.7109,18.3886,17.3165,5.4834,53.2868,16.1773,11.2584
CORO6,0.6442,7.9894,2.4211,343.6495,50.6071,47.5515,0.731,1.1168,0.7265,0.2062,0.6847,3.6157,0.5895,0.5516,0.4717,0.3517,0.078,0.4784,7.4733,0.1086
RHEBL1,1.7648,7.4745,4.6253,2.1458,2.2958,2.4671,3.4445,3.1843,1.0435,4.7591,1.6078,17.8625,8.5298,5.8025,14.3628,1.6198,0.2596,5.852,1.3743,0.8539
TUBA1A,138.7354,114.1081,38.7239,113.0888,105.3539,60.4826,214.9355,311.2264,60.0495,31.8255,358.0332,550.8302,60.4334,387.8931,64.1671,87.2465,3.412,542.9147,106.2701,49.6969
TUBA1C,34.9268,137.7151,96.9672,36.4652,20.3325,19.738,44.3912,25.4616,31.5541,116.8661,29.9912,70.4505,132.2199,24.7044,92.9414,66.1359,1.3279,62.9686,32.2541,15.8428
ZNF528,13.6012,1.7164,9.1154,11.7642,9.3808,9.1109,28.1347,7.0718,1.5054,0.3134,8.2738,6.3381,0.7092,3.8442,2.6222,11.6893,2.6671,2.9862,12.699,7.5072
NCKAP5L,10.8797,10.6872,8.6239,21.998,9.4912,11.1009,8.6867,15.8076,22.0725,3.5248,31.0552,11.9315,11.752,12.7332,14.7481,12.7151,6.7787,8.1518,12.4486,6.6341
RAB4B,0.5202,0.9008,1.1317,0.9288,0.4804,0.5738,0.816,1.3665,2.0124,0.6794,2.1231,1.5724,0.356,1.0314,1.3414,0.5941,0.1582,1.1354,0.3469,0.3469
AQP2,0.4183,0.0358,0.0,0.2014,0.0683,0.0,0.0122,0.048,0.1657,0.0,0.768,0.0539,0.0739,0.0449,0.2306,0.733,0.6808,0.0,0.0122,0.1189
GPD1,8.8688,0.3226,6.769,2.3824,1.154,3.335,6.8314,100.9925,0.28,12.5903,4.5766,36.9724,27.9243,53.146,1.4221,2.6914,0.509,0.5234,2.3904,14.2432
CYP2S1,4.1345,293.4629,22.5893,57.3314,40.2855,6.6581,3.997,24.7248,41.048,495.9342,1.6038,14.4255,231.7388,7.5274,9.3812,17.4499,0.1147,5.5793,19.1217,0.9592
NFKBID,3.8147,7.807,6.6089,20.8996,7.2371,8.8141,4.5266,8.3426,6.7816,7.1055,2.83,8.9486,4.8387,9.4277,11.2595,4.7883,2.6525,7.1936,5.9928,3.8554
LENG8,39.211,80.1653,78.2831,211.5474,103.4403,70.972,54.5347,88.3343,224.8769,101.9829,69.7212,100.3032,106.0765,61.615,73.78,60.9662,23.2898,12.9888,75.7397,34.3325
CDC42EP5,12.4346,4.4504,42.5628,75.5247,47.0356,20.7991,5.7426,25.6588,42.3468,289.314,9.4004,14.8899,119.9353,16.9497,21.687,37.5057,2.9964,13.8355,21.059,7.8025
TMEM145,2.8844,1.4108,0.3725,0.756,0.233,0.3031,0.8469,4.494,0.1979,0.4326,0.2414,0.2145,0.8126,0.2144,0.6669,1.4591,0.0288,0.3144,0.1748,0.0355
ZNF526,13.7621,9.6915,7.7203,13.6627,6.4347,8.4545,13.1042,10.1209,7.4208,20.395,17.8984,5.9243,15.9274,12.123,25.1298,16.6358,1.5638,6.479,10.0546,5.5774
ZNF283,5.0717,1.8836,2.6311,3.2951,1.5985,3.136,7.9838,4.8545,1.5358,3.3881,6.5147,1.5791,3.2194,2.8364,4.7108,5.7635,0.454,4.3343,2.8077,3.4367
PPP1R14A,4.7127,3.5269,26.1764,5.8851,4.9228,5.2531,3.1395,13.8644,10.0432,6.4114,5.2504,33.2549,20.5788,10.6775,1.0873,11.4299,3.7059,35.1442,5.3891,6.923
PSCA,7.6163,1.8358,47.6319,0.0351,0.1191,0.0,10.1818,60.1414,0.607,0.2843,6.1208,4.9574,0.1445,1.1693,8.2705,0.0663,0.4414,32.0358,0.0,21.2224
ATCAY,0.0,0.0291,0.0,0.0467,0.0,0.0137,0.0198,4.9651,0.0135,0.105,0.0,0.0292,0.1921,0.0121,0.2759,0.022,0.0,0.0126,0.0099,0.0402
LY6D,0.3826,1.5432,80.9257,6.4094,0.0841,0.0,0.1757,4.7862,1.0477,0.0,0.2905,0.2065,0.0425,1.7202,0.0349,2.5751,0.0,323.0356,0.4206,0.0285
DAPK3,39.7498,55.1067,47.7017,55.2587,39.2583,31.0512,34.2631,39.7826,63.0792,66.0677,51.3705,30.7068,61.2213,89.2004,45.3991,60.4719,6.5638,36.5254,29.1016,23.0202
EEF2,2309.2181,2534.3143,1024.2186,2915.0881,1880.9296,2662.6116,2092.1022,1601.0599,2128.1305,3057.3151,8884.9882,941.0602,5163.674,3072.2208,2158.552,6756.9539,305.9705,1274.4766,3326.0653,1209.1187
CHAF1A,20.9137,61.846,24.1666,7.8324,15.8074,7.7618,12.5578,9.9601,8.9382,33.6408,23.7775,20.0602,37.9928,16.3067,42.7778,11.9162,1.775,13.2561,9.9528,5.5621
UBXN6,73.5119,79.2464,62.9129,141.8786,115.5173,138.5505,66.0842,42.7013,83.2244,81.7639,78.996,48.8065,72.5997,76.9706,104.4128,94.3696,39.1366,59.6537,120.3753,68.6487
PLIN4,15.0479,2.5125,9.643,1.6672,0.2972,2.3636,6.1449,138.3883,2.348,0.2227,8.3115,0.3331,8.8242,115.3601,7.8287,0.9349,4.0017,0.964,0.9206,27.6368
SEMA6B,6.8838,5.7916,5.823,17.5046,7.5982,4.964,12.1152,21.0625,2.2266,3.4647,1.3488,5.846,7.1251,15.579,5.1928,6.3038,1.5311,1.4016,7.6141,23.016
ZNF444,20.7125,12.5787,17.773,24.6889,16.5064,15.5603,17.6206,8.4739,42.0476,15.3681,18.3842,18.2993,15.3515,11.391,17.5301,27.1489,5.2732,17.7929,14.4591,4.4018
SLC43A2,13.202,18.6596,20.8826,24.6664,12.6943,18.53,47.8159,22.6614,25.8052,9.3691,23.5755,26.664,18.032,23.7522,17.721,50.3724,41.5791,6.2815,13.2691,65.2711
RILP,8.5684,14.9066,23.9481,35.8172,52.4607,62.2493,6.0097,9.4737,44.343,12.3046,4.9675,28.902,16.5594,12.3261,11.3527,36.6989,40.2416,5.4628,37.7153,60.3634
TSR1,37.7836,60.2408,31.6188,17.4273,13.1733,16.8059,39.8587,31.9862,26.816,19.7285,45.0158,20.3589,44.1592,18.7552,41.9765,45.9099,1.8151,26.1893,23.2794,21.047
TRPV3,0.3157,0.0964,0.4051,0.852,0.4464,0.2049,0.1316,0.9985,0.446,0.3134,0.1179,0.4997,0.2322,0.8928,0.2178,0.3776,0.0108,1.1812,0.2626,0.0711
KLK1,0.9632,5.6337,0.2376,0.7808,0.3353,6.8245,2.3887,2.2883,0.06,44.7195,2.3036,0.8774,70.3685,6.2257,0.4831,0.2947,79.3601,7.5647,8.4276,401.9959
KLK4,2.5388,0.5575,0.0365,1.3125,0.2388,2.4467,16.0234,0.5344,0.0,0.1151,1.2143,0.04,2.0075,7.6575,0.054,0.0,48.0077,1.0683,3.012,27.0747
KLK13,0.4431,3.2765,2.7597,6.417,1.0229,0.7602,0.0,1.439,3.8883,0.0431,4.1712,8.7001,0.1969,1.1953,0.5656,0.8133,0.0,0.464,1.1569,0.0165
ZNF83,22.4271,6.1432,10.8389,39.4593,17.4337,21.1576,30.3071,22.4475,13.0543,9.9692,15.6963,13.4399,10.3515,13.7143,14.3803,13.3084,7.8877,11.6867,26.4171,11.213
KRT1,1.1847,0.9292,0.1989,0.2739,0.0,0.2342,0.3174,2.3553,0.6882,0.0895,0.035,1.2435,0.2304,0.1554,0.042,0.0,0.0104,2.3585,0.0844,0.1886
ACER1,0.0,0.4317,0.0495,0.0868,0.0882,0.306,0.2949,0.2414,0.05,0.039,0.5485,0.1625,0.1338,0.406,0.0732,0.4093,0.0,0.0,0.2206,0.0299
RCOR2,0.8862,2.3251,1.7156,0.772,0.7853,0.9316,0.5697,3.1429,3.7437,12.8231,3.4821,21.1816,2.7151,3.93,2.1083,1.2268,1.6761,18.502,1.1194,2.1408
SPRYD3,110.1292,41.967,83.6476,151.7374,73.9893,101.8398,72.9034,116.3394,49.9779,68.7216,69.8599,47.9746,79.1258,81.7792,76.8449,90.7327,18.8172,64.4863,126.7875,81.4691
IGFBP6,15.1464,17.0604,43.1679,1190.1344,242.3194,147.2951,12.7104,109.6581,9.9114,6.5377,27.0251,8.3321,20.7692,42.1666,23.7233,15.0241,1.3684,12.7814,75.2889,22.4723
SOAT2,0.079,0.0743,0.0341,1.3148,0.3242,0.2108,0.1778,1.0974,0.0688,0.0,0.2099,0.8208,0.7987,0.6526,0.3529,0.2256,0.0125,0.0,0.0507,0.2058
CDK2AP2,281.273,64.425,237.0207,116.3703,137.7876,131.5302,34.2334,41.794,186.7092,206.3927,62.1102,99.6783,163.9139,62.9866,195.067,196.7896,32.4938,178.2796,102.5698,73.1962
C3P1,0.0,0.0,0.114,0.0125,0.0085,0.0147,0.0106,0.0,0.0,0.1797,0.0,0.0,0.0257,0.013,0.0105,0.0,0.0,0.0941,0.0,0.0
NUDT8,80.2184,13.415,24.9452,22.4033,22.8727,19.5114,4.3334,3.1167,21.4697,49.4562,9.7475,9.5506,33.6874,7.9985,7.8639,20.5864,13.0406,20.8773,13.924,16.6965
TBX10,0.5289,0.0,0.0457,0.12,0.0,0.0,0.0,0.2672,0.0461,6.2962,0.1124,1.1492,26.3274,0.0832,0.135,0.0,0.0,0.0862,0.0678,0.0276
ZNF232,11.5751,16.934,11.7641,9.6219,15.0186,17.9613,10.7203,21.4912,12.9711,4.206,35.3513,11.2944,8.9115,10.9523,14.6084,11.0031,1.012,28.2096,10.2797,4.764
MIS12,29.773,48.8173,24.6741,21.2888,12.0411,26.1858,28.2962,28.1262,32.7441,11.8904,32.3064,24.6954,17.5688,18.835,37.048,30.5469,4.1825,23.3396,22.2869,21.9191
CD300C,4.083,2.8315,1.0668,3.4549,3.4452,5.6395,3.8686,8.4591,0.5617,1.7542,1.0849,19.4376,1.8803,6.214,12.3452,8.3604,0.1702,0.6126,5.4437,3.0793
CD300A,8.6696,9.5859,7.0137,3.6006,4.1989,9.5461,12.6681,30.067,6.2334,2.5569,3.673,22.6507,6.9314,22.2056,49.2234,18.5228,0.6915,6.0732,5.9292,6.3812
TEKT1,0.3192,0.1602,0.147,0.0483,0.0,0.5869,0.0547,0.1792,0.6491,0.0145,0.0452,1.7894,0.0,0.134,1.8068,0.3646,0.0,0.0347,0.1365,0.0554
TMEM88,5.6208,3.174,7.845,26.6485,13.8892,15.8339,4.0956,23.4269,14.0397,6.1812,8.2642,13.0087,8.3789,6.5602,2.332,7.7572,16.4729,2.1362,13.3371,22.9421
EVPL,28.5965,64.6686,37.1764,125.2918,75.3667,34.8651,21.9384,5.1583,132.3258,123.543,27.6172,30.984,91.9997,25.755,0.0426,59.7638,2.5258,19.2692,51.1239,7.0679
SRP68,62.4132,66.9241,71.6562,71.0142,52.5877,52.7466,51.5464,46.9672,44.259,37.0011,59.3799,46.0666,50.426,39.5634,43.4732,74.2008,4.5107,48.876,68.5007,34.9316
MGAT5B,0.5723,1.9151,2.2288,0.1443,0.1305,0.3055,0.2862,1.9275,0.1662,0.0173,0.2298,2.9073,0.0692,0.3702,0.7387,0.9805,0.0645,0.1036,0.1794,0.3048
TMC8,6.0593,30.8854,13.4276,20.107,20.8135,36.051,3.7897,22.782,6.6911,4.285,1.2594,23.5901,4.9343,64.1511,38.6574,12.5051,0.6558,1.2337,10.4168,6.3927
TK1,126.4304,258.197,410.1325,18.7677,42.9831,18.1991,49.1027,24.3998,36.5019,159.8389,121.0308,118.1338,158.8017,32.124,248.4177,43.1457,1.1529,146.5908,11.839,4.0697
GSDMA,0.6932,0.3434,0.1575,9.2474,4.7732,0.8764,0.0704,0.1843,3.211,6.6268,0.4266,0.6893,1.1067,1.5216,3.4934,3.2297,0.104,0.0891,0.6084,1.654
KRT24,0.0,0.3274,0.1126,0.2303,0.0223,0.116,0.0,0.0732,0.0,0.0,0.0,0.2465,0.0,0.0684,0.0278,0.0,0.0,0.0,0.0,0.1133
TMEM99,49.8013,26.2497,36.2576,11.1186,12.5751,14.4813,26.9152,9.2582,19.7455,13.5907,18.2142,13.047,6.7163,32.6016,10.5276,6.4324,0.9771,41.7824,9.356,7.6018
SOST,0.0,207.5469,0.1847,0.0,0.0183,0.1269,0.0229,0.2702,0.0,0.0,0.1516,0.2695,0.0,0.1403,0.0455,0.0,0.0339,0.0,0.0915,0.0
ZNF598,30.2831,29.3539,25.3471,23.9126,12.4966,14.3998,11.5162,10.0057,33.0212,32.9379,30.1498,15.966,79.7789,20.8115,31.3856,22.09,4.7974,15.5387,12.9285,10.4319
RAB26,40.3455,1.1769,4.7446,0.8714,1.0974,1.7858,7.913,37.9057,19.8711,1.5894,5.4914,1.772,1.2541,5.5671,0.8192,0.5168,2.4606,1.6081,1.9627,1.0117
MLST8,55.2098,33.8278,27.0099,32.9466,28.9693,35.0314,24.4248,18.6896,29.3382,34.2854,35.0089,18.7685,57.3699,22.8434,20.2692,40.6443,14.0653,34.5337,38.6699,23.1317
E4F1,31.9915,14.3549,16.9191,30.2445,20.9363,16.2706,13.4898,7.6624,31.1028,15.9028,13.1461,14.0087,18.9404,13.4533,11.4618,8.7285,11.6751,14.3843,14.1296,7.1928
DNASE1L2,2.6123,0.9132,0.8054,13.8625,46.0054,3.6186,1.5595,0.5342,1.6909,0.5839,1.1503,0.7403,2.1768,0.4992,1.0004,0.1598,1.0996,1.4285,1.2684,0.4083
CASKIN1,3.8956,1.1361,0.2487,1.7434,0.8163,1.2934,1.6139,0.2887,1.3745,0.0373,2.2598,0.0648,0.096,0.3022,0.2014,0.1175,0.0174,0.067,1.6186,0.0429
ABCA3,83.3446,10.3679,6.0868,55.2443,33.2685,57.1188,40.3978,42.9415,189.2219,0.4068,24.722,199.5754,3.1823,13.6951,28.7959,141.5024,2.4465,36.9123,65.0083,5.5269
KCTD5,54.2682,50.6408,24.3796,32.276,23.3813,28.4475,32.7365,30.892,45.0007,66.0836,44.5956,36.6079,63.3962,36.338,60.9714,35.671,7.4007,37.276,27.4059,18.8262
SRRM2,291.8461,134.4136,155.1017,208.4796,118.2748,146.0143,323.6127,219.5183,433.9981,145.9079,358.1046,185.8916,199.3169,148.9084,175.3161,139.9035,41.6569,38.4695,217.8873,88.7824
NLRC3,4.3331,3.7556,2.3883,2.6485,3.1775,9.4951,1.7628,10.1518,2.485,0.9825,1.2359,8.4063,2.8655,16.4018,21.8452,3.3028,0.3956,0.6779,2.559,3.1763
DDB1,65.3567,63.7665,47.2199,101.4967,62.2328,74.1319,76.1949,83.9803,63.051,88.0378,100.3463,70.4914,90.8597,61.1801,51.2174,89.5563,11.3832,74.8708,100.0874,102.3015
VPS37C,36.9962,27.7308,17.3991,30.3221,17.6424,22.2539,40.9339,25.8894,34.0028,50.3461,32.3506,41.4381,39.6367,25.528,32.8597,36.8964,7.5129,27.805,26.5389,29.4983
VWCE,0.1718,1.1641,0.3263,7.4992,1.3308,0.8864,0.2651,0.9258,0.2395,0.3155,1.4973,0.9088,0.3073,0.8651,0.8224,3.4827,0.0708,0.7555,2.1924,0.3849
RAB3IL1,7.0817,19.9467,3.8101,8.3083,5.7787,9.1986,9.4361,30.3326,3.3535,7.1385,8.3451,4.775,10.856,17.9075,7.6484,11.2827,1.7722,19.831,11.2551,7.2731
FTH1,27.2511,138.1971,88.6751,74.7711,367.3892,104.747,107.4615,24.7343,147.5947,342.2826,31.7001,93.0527,357.3549,75.7061,127.5496,107.7932,5.838,45.2529,83.215,94.9263
POLR2G,74.5147,95.0465,70.0915,75.9801,54.9234,67.2449,76.5808,77.6749,84.544,132.7944,92.9712,153.3878,109.5809,99.987,108.8637,106.6292,8.2788,216.1713,78.0706,38.1765
ATG16L2,14.0608,4.8122,8.8866,13.0446,8.5251,7.5238,4.9866,11.5237,11.3137,6.5508,3.9533,17.6406,7.0414,10.2846,8.2082,4.1988,2.3417,4.1485,6.0033,3.2201
C2CD3,36.0483,8.327,11.9019,10.908,6.7383,9.6848,13.5214,10.8399,8.555,8.1811,14.1957,11.4106,8.675,13.1029,13.6818,8.7621,1.2778,3.0245,13.671,7.8522
TRANK1,19.7841,10.3007,4.7594,19.2048,11.0774,16.6333,11.388,23.4704,12.1704,6.3938,5.1996,13.628,12.9731,23.9235,44.5086,14.1709,0.4896,0.8023,16.6514,9.1731
ENTPD3,23.1517,90.51,2.2274,18.1892,13.0955,8.6322,23.6046,47.3888,29.7619,0.1087,8.2752,5.7156,0.4795,10.0065,0.1312,36.4434,0.0217,1.4876,8.8293,0.2022
ULK4,12.6354,1.9881,2.6568,4.9819,2.3748,3.712,16.6582,3.4695,2.4201,1.1708,2.5363,2.2788,2.0182,3.0164,3.0796,1.4148,0.4999,2.3894,4.039,1.0599
FADD,10.9775,4.9628,4.9662,4.5696,11.7307,6.7804,2.1574,1.9374,7.226,15.7497,4.4836,1.8566,11.9306,4.2621,6.7621,6.2963,0.1215,2.6548,2.859,1.2739
NAALADL1,2.0024,1.8655,1.2223,1.7139,1.8366,2.1592,1.8466,7.3061,1.4099,1.4584,5.8259,6.3817,4.7193,4.7107,2.9694,1.9347,0.4422,0.6919,2.4905,1.8022
SAC3D1,11.5513,22.0912,29.1999,7.8653,10.9988,7.8097,6.5058,4.1239,16.4261,33.4733,14.242,20.7765,38.5239,15.8511,24.8329,18.8664,2.7376,64.7999,6.3412,4.5263
BATF2,3.8393,15.877,37.0129,1.2323,4.3571,4.7867,1.6082,6.7348,7.2735,76.3698,0.4019,30.2234,40.9901,28.561,82.7268,4.4016,1.1519,0.5448,2.1637,3.0917
SLC22A11,0.0952,0.2092,0.0274,0.012,0.0489,0.0141,0.1225,0.6015,0.0138,0.0108,0.1012,0.0,2.9506,0.2748,0.0101,0.0,0.0905,0.0129,0.1018,0.0165
MAP4K2,7.6253,11.1681,12.1031,13.1503,7.2745,15.6914,7.1473,11.9393,8.2119,11.4886,10.5635,22.824,17.3421,23.0472,6.1797,4.5259,3.4509,16.1361,11.4424,6.8416
CCDC88B,3.7653,9.7638,15.1192,3.4125,5.4681,11.898,1.368,8.9415,9.3299,25.873,1.7196,16.4137,16.6253,25.6841,19.3711,6.8456,1.193,2.3159,4.2949,3.4181
SCARA3,47.3087,53.1699,18.1759,589.6855,118.2871,53.4564,42.528,50.3402,6.6932,1.0506,37.3883,10.04,11.1427,39.6704,122.4357,11.7502,0.2125,7.6297,219.1384,9.3711
PBK,13.9509,29.0582,63.1831,3.5759,3.0897,3.5943,27.0065,4.6537,2.6902,18.2796,9.3992,19.0841,23.3017,7.0781,24.8411,5.9317,0.0604,18.0363,1.1733,1.4896
SCARA5,1.4768,0.2463,58.7114,1.6264,0.2206,2.6939,0.5649,79.8787,0.2769,0.3306,9.199,3.4258,3.2276,16.0321,1.3483,5.5778,0.0415,0.0761,4.7592,14.6689
PNOC,0.7406,1.9361,0.5328,0.2179,2.2796,5.4901,0.291,1.3164,0.0358,0.5038,0.0,33.1921,0.448,7.3163,1.1555,1.0573,0.0,0.0,0.686,0.6432
COPS6,126.2755,117.2925,105.7875,101.6863,84.9453,98.1803,120.6814,98.6589,120.887,76.7579,80.8856,125.41,245.1625,70.6816,164.5503,95.2724,46.552,144.5685,113.0823,69.0676
PAFAH1B2,43.9892,47.4488,62.6037,67.6884,41.0258,58.8424,74.2126,67.8789,54.3517,62.849,81.569,41.7294,51.58,49.3809,56.5843,73.6272,9.5137,70.9644,56.5838,59.6999
ANKS3,9.6777,5.0536,8.7235,6.3927,5.2478,6.7948,5.2386,5.4237,20.6008,5.7266,8.2511,6.1439,6.2563,5.2485,4.2045,4.3827,9.0042,7.3055,5.7325,5.1729
NUDT16L1,77.4415,24.6676,33.2238,64.0103,64.8951,64.066,85.8847,25.869,70.6511,50.1197,47.0885,36.7274,69.2222,37.8809,35.5821,62.4596,17.5742,36.6619,59.3118,42.5594
KIAA1586,4.6613,15.5157,8.4578,5.1802,5.161,9.6521,14.5951,18.715,5.3695,2.8662,14.6672,13.5334,7.8857,8.3507,7.5307,10.6027,1.6437,5.7695,6.8737,4.6793
RAB4A,66.2674,45.164,23.2346,58.5001,45.4431,58.4667,78.5952,49.6949,44.7228,51.875,66.8318,37.831,63.641,51.9467,113.6326,37.6811,2.8684,55.541,52.8403,21.0864
SETD5,43.4779,31.6998,31.7396,54.2569,23.6354,29.0684,66.5727,46.1881,31.9357,24.5312,75.3035,33.8546,32.2462,67.6806,53.8318,33.1375,4.4199,10.925,36.1883,12.9456
FAM83B,1.4948,26.0151,6.498,1.5476,0.9418,3.2195,3.8106,4.9243,0.537,12.3181,21.6722,0.9414,8.1996,5.0865,0.0502,1.4602,0.3656,1.5912,4.7848,9.9072
THAP9,6.3127,3.024,3.4919,7.8216,3.2967,8.0368,7.6919,5.4903,3.4254,3.8827,10.7674,4.8385,3.7925,4.9521,3.9811,3.9666,1.8324,3.2787,5.5271,5.9779
RNF187,192.9618,327.1216,94.4638,141.5041,117.0682,159.6108,145.9666,101.4346,146.9591,140.2398,117.813,151.5139,185.3964,124.7924,266.7234,110.1608,36.0003,226.4334,255.3097,71.9946
HOOK3,13.5187,9.7638,6.599,30.0364,17.3068,22.3356,23.9357,29.6814,16.95,2.7679,19.7105,10.7496,5.3972,15.78,31.284,19.8684,0.872,9.4296,31.9483,10.4976
DDIT4,93.5154,68.5795,55.6472,82.8427,52.045,15.0353,72.7076,82.6001,226.0406,91.1883,114.7318,41.9106,104.0139,29.6394,113.5549,272.6547,2.3996,13.5376,40.2112,48.229
LMBRD1,32.8158,7.5438,12.498,61.9262,37.5324,40.2746,35.1036,39.2365,21.5895,15.0198,19.4924,20.4122,13.671,25.329,16.6423,23.8006,1.557,14.9546,40.6337,16.6069
ZCCHC4,10.2275,5.4854,8.9419,5.7436,4.7613,7.4471,8.7237,8.7679,6.5017,9.9495,9.4106,6.2072,8.8929,5.7544,5.5804,6.9961,2.2818,3.3711,8.4754,7.1282
PTGDR,1.4506,0.5056,0.3711,0.0813,0.9922,1.7205,4.0931,4.9307,0.1404,0.2375,0.1142,2.5122,0.5223,2.7265,1.1145,0.6136,0.034,0.0219,0.8269,0.9378
UBTD2,95.9601,22.4366,17.5532,40.4457,19.5541,30.2751,85.0918,66.8862,44.1942,30.3077,98.7895,26.8946,33.5873,35.9843,39.0735,54.5734,4.6968,26.3334,29.6276,25.6147
KCNV2,0.1128,0.2123,0.4219,0.1422,0.0,0.1003,0.145,0.0,0.0983,0.0767,0.2797,0.142,0.2631,0.0296,0.144,0.0,0.0476,0.0918,0.0964,0.0
PTF1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0532,0.0,0.5446,0.0,0.0,0.0,0.0,0.0,0.0642,0.0
KIF5C,40.5341,0.2557,0.0469,0.383,0.1901,0.6569,23.4518,10.7139,0.0258,0.0319,0.1916,3.5813,0.1556,0.653,0.3673,0.067,0.0274,0.9353,0.3279,1.0334
BMI1,89.8118,21.4956,22.4523,31.0634,22.1059,29.1012,110.707,50.4773,22.8876,20.6938,45.66,34.8446,25.153,26.2527,40.4771,26.0116,3.5237,44.2267,32.1734,24.8113
MMADHC,161.2762,137.271,159.1259,92.1374,67.5582,99.9376,193.1055,128.0675,72.7347,168.3271,152.3515,127.7084,130.2615,109.8179,137.0702,137.1722,5.1641,165.5251,89.3355,103.164
PDHB,53.0622,16.565,26.4192,24.176,22.9032,26.6051,62.372,32.2264,32.9406,30.9349,36.2151,22.1195,35.964,29.1725,40.1404,41.5828,9.2941,27.4812,30.9455,30.7691
PXK,24.2034,9.2096,2.3232,46.154,22.0806,64.471,29.9919,25.6319,5.8219,8.2268,12.6757,10.2548,20.2871,22.593,19.4113,11.2199,13.2588,1.569,58.7433,60.2135
PCMTD1,86.9182,14.9423,27.5196,37.43,25.3355,66.5399,131.0301,56.4848,24.8033,18.2378,63.3037,28.6226,15.1307,37.538,39.501,31.3023,5.4341,20.7338,37.4068,57.1223
ACOX2,19.1893,0.6853,8.4868,22.5382,15.3381,24.5199,61.0262,9.1066,22.9904,19.4341,2.1853,9.3469,38.794,3.8758,1.2577,50.2366,0.3393,0.1395,27.3043,9.9765
IRF2,82.5958,39.257,46.1647,45.8826,37.8447,44.864,75.6516,66.8962,31.232,38.6052,41.8676,68.9046,56.8967,60.5823,132.4574,52.1257,10.0807,15.6169,45.9224,36.284
MOBP,0.0089,0.1502,0.0765,0.342,0.0637,0.0079,0.0171,0.0299,0.0,0.0121,0.0188,0.0251,0.0069,0.0349,0.1358,0.0,0.0,0.0,0.0284,0.0092
XIRP1,0.0253,0.3575,0.4154,0.2107,0.1104,2.7256,0.057,3.7204,0.0,0.0689,0.1077,0.1076,0.6007,1.7533,7.7014,0.0723,0.0281,0.0309,0.3085,0.9829
DEGS2,160.2674,4.3721,5.4966,6.778,5.5963,5.2026,96.7612,1.624,14.4923,14.361,7.7369,1.2342,15.194,6.1355,2.2901,2.5167,3.2919,1.5877,7.3414,6.2784
SCN11A,0.1112,0.0493,0.0056,0.1881,0.1007,0.192,0.3112,0.4351,0.0171,0.0133,0.3476,0.1916,0.0661,0.2213,0.1336,0.0654,0.0497,0.0479,0.1091,0.0511
ARF4,429.9503,214.9314,344.0056,397.8468,223.0183,270.3207,564.4821,346.0798,218.6142,282.4863,369.1866,166.7303,318.7408,355.354,702.3339,615.5446,18.4237,236.8669,261.1398,142.2578
TAP1,41.0998,127.5589,109.8907,38.2232,46.5673,40.2606,30.7956,65.6397,42.4631,156.733,9.635,158.8903,125.6493,147.8835,563.7682,33.523,2.1811,37.733,39.7219,29.1402
